Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
12,4,合金皇(D287),賀銘年,丁冠豪,129,1078,11,19-1/2,3 5 12 ,1:13.05,19,第五班,HV,1200米,好地,"草地 - ""C+3"" 賽道",2022,4,27,616
WV,,海精英(E076),田泰安,韋達,133,---,---,---,---,---,---,第五班,HV,1200米,好地,"草地 - ""C+3"" 賽道",2022,4,27,616
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,10,奇妙年華(G001),蔡明紹,韋達,113,1208,7,-,10 10 10 10 5 1 ,2:15.69,7.4,第四班,HV,2200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,617
2,1,自然力量(C461),何澤堯,姚本輝,133,1098,4,1-1/2,6 6 6 6 6 2 ,2:15.92,5.8,第四班,HV,2200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,617
3,5,興惑(B351),霍宏聲,告東尼,127,1040,10,1-1/2,11 11 12 11 8 3 ,2:15.95,56,第四班,HV,2200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,617
4,12,雲彩飛揚(E122),波健士,葉楚航,114,991,2,1-3/4,1 2 2 2 1 4 ,2:15.98,21,第四班,HV,2200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,617
5,4,曈曨光彩(D188),潘明輝,告東尼,126,1057,3,3,5 7 7 7 9 5 ,2:16.19,19,第四班,HV,2200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,617
6,7,活力得勝(C091),賀銘年,蘇保羅,119,1097,8,3,8 8 8 8 10 6 ,2:16.19,18,第四班,HV,2200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,617
7,9,超班福星(C183),巴度,丁冠豪,114,1107,12,4-1/4,12 12 11 12 11 7 ,2:16.37,10,第四班,HV,2200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,617
8,8,電訊犇豹(D405),莫雷拉,葉楚航,116,1158,6,4-1/4,3 3 3 4 3 8 ,2:16.37,4.2,第四班,HV,2200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,617
9,2,神龍駒(B108),田泰安,韋達,131,1072,5,6-1/2,9 9 9 9 12 9 ,2:16.75,6,第四班,HV,2200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,617
10,11,一舖成名(B162),黃俊,葉楚航,108,1175,11,7-1/4,7 4 5 5 7 10 ,2:16.84,32,第四班,HV,2200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,617
11,6,勝利波幅(D499),潘頓,呂健威,120,1027,9,7-1/2,2 1 1 1 2 11 ,2:16.90,5.4,第四班,HV,2200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,617
12,3,齊喜(G077),薛恩,高伯新,129,1065,1,10-3/4,4 5 4 3 4 12 ,2:17.40,48,第四班,HV,2200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,617
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,2,全民佳知(C288),希威森,姚本輝,133,1123,7,-,1 1 1 1 ,1:39.38,12,第四班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,618
2,4,威威鬥士(E347),薛恩,呂健威,128,1059,4,3/4,8 8 6 2 ,1:39.52,3.7,第四班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,618
3,11,日輝煌(E339),班德禮,沈集成,117,1086,12,1-1/4,11 11 11 3 ,1:39.58,15,第四班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,618
4,8,勁力威龍(C437),巴度,文家良,120,1117,8,1-1/4,10 10 9 4 ,1:39.60,28,第四班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,618
5,5,噴火龍(B463),霍宏聲,苗禮德,122,1002,1,1-3/4,4 5 5 5 ,1:39.65,17,第四班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,618
6,7,喜悅精靈(E388),潘頓,賀賢,120,1182,5,2,7 7 7 6 ,1:39.72,2.8,第四班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,618
7,6,特醒(C060),梁家俊,蘇偉賢,120,1172,9,3-1/2,12 12 12 7 ,1:39.95,48,第四班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,618
8,9,優達星(C356),何澤堯,丁冠豪,119,1189,10,4-1/4,2 3 3 8 ,1:40.06,42,第四班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,618
9,1,成才(B085),周俊樂,大衛希斯,130,1183,6,4-1/2,9 9 8 9 ,1:40.12,9,第四班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,618
10,10,請飲茶(G040),莫雷拉,羅富全,118,1207,2,8-3/4,3 4 4 10 ,1:40.77,7.7,第四班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,618
11,3,好運寶寶(D372),田泰安,告東尼,131,1208,11,11-3/4,5 2 2 11 ,1:41.26,33,第四班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,618
12,12,奮鬥齊心(D349),蔡明紹,徐雨石,113,1079,3,13-3/4,6 6 10 12 ,1:41.60,26,第四班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,618
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,2,八心之威(D285),希威森,韋達,130,1122,1,-,1 1 1 ,1:09.65,2.9,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,619
2,12,正本雄心(V303),巫顯東,容天鵬,113,1188,6,1-3/4,2 2 2 ,1:09.95,49,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,619
3,5,紫雲冰(G246),霍宏聲,方嘉柏,128,1159,8,2,9 10 3 ,1:09.98,7.1,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,619
4,9,騰龍超影(T372),梁家俊,蘇保羅,120,1141,5,2-1/4,4 4 4 ,1:09.99,13,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,619
5,8,合夥贛勁(D051),蔡明紹,蘇偉賢,124,1188,10,2-1/2,11 11 5 ,1:10.03,10,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,619
6,10,信心滿滿(D229),潘明輝,呂健威,115,989,2,3,7 6 6 ,1:10.14,13,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,619
7,11,敬惑(D497),波健士,蔡約翰,117,1155,3,4-1/2,8 7 7 ,1:10.35,13,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,619
8,3,喜盈於心(G118),潘頓,文家良,129,1020,7,4-1/2,5 5 8 ,1:10.36,5.5,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,619
9,6,贏多多(C004),賀銘年,丁冠豪,127,1094,4,4-3/4,3 3 9 ,1:10.40,10,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,619
10,7,勇進齊心(G030),黎海榮,何良,125,1069,11,5-1/4,12 12 10 ,1:10.50,147,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,619
11,1,快快有(E183),何澤堯,羅富全,133,1041,9,6-1/2,10 9 11 ,1:10.69,36,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,619
12,4,桃花多(E488),田泰安,告東尼,128,1067,12,7-3/4,6 8 12 ,1:10.89,12,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,619
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,1,量化歡騰(D049),希威森,韋達,133,1148,1,-,1 1 1 ,1:09.58,4.2,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,620
2,8,晉神(C476),田泰安,葉楚航,122,1056,2,1/2,4 3 2 ,1:09.68,5,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,620
3,5,勁快聯盟(G046),潘頓,蘇保羅,123,1097,4,2-1/4,7 8 3 ,1:09.94,2.4,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,620
4,4,星洲駿馬(G047),蔡明紹,告東尼,125,1104,6,3,2 2 4 ,1:10.08,11,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,620
5,6,同盟力量(C036),梁家俊,姚本輝,123,1248,12,4,3 4 5 ,1:10.21,17,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,620
6,9,寶貝兒(B365),巴度,蘇偉賢,119,1013,11,4-1/4,12 11 6 ,1:10.28,43,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,620
7,12,歐洲導彈(E277),黎海榮,鄭俊偉,114,995,5,5-1/4,8 5 7 ,1:10.42,71,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,620
8,11,精算其然(E307),班德禮,呂健威,116,990,10,5-1/4,10 10 8 ,1:10.44,130,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,620
9,10,高高(D397),賀銘年,苗禮德,117,1068,3,5-1/2,5 7 9 ,1:10.46,8.6,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,620
10,3,管之友(E496),霍宏聲,賀賢,125,1079,7,7,11 12 10 ,1:10.71,148,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,620
11,7,歡樂好友(C533),何澤堯,丁冠豪,122,1081,9,9-1/2,6 6 11 ,1:11.11,43,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,620
12,2,闖一(G108),薛恩,大衛希斯,126,1080,8,10-1/4,9 9 12 ,1:11.24,35,第四班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,620
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,1,駿馬風采(D334),蔡明紹,羅富全,133,1215,2,-,4 5 1 ,1:09.25,2.2,第三班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,621
2,8,天行健(E414),梁家俊,文家良,119,1009,4,頸位,7 6 2 ,1:09.30,6.5,第三班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,621
3,10,風中勁松(G081),田泰安,蘇偉賢,115,1112,1,1/2,5 3 3 ,1:09.35,6,第三班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,621
4,9,風流人物(D498),波健士,大衛希斯,117,1196,9,2-1/4,9 9 4 ,1:09.60,41,第三班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,621
5,6,加州紅森(G224),莫雷拉,告東尼,122,1078,7,2-1/4,8 8 5 ,1:09.60,7.5,第三班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,621
6,3,疾風勁草(D197),賀銘年,鄭俊偉,131,1136,5,2-3/4,6 7 6 ,1:09.69,26,第三班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,621
7,5,自然輝煌(G104),潘頓,呂健威,124,1151,8,2-3/4,2 2 7 ,1:09.70,9.5,第三班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,621
8,11,大道至正(C197),潘明輝,鄭俊偉,113,1176,10,3-1/2,11 11 8 ,1:09.82,45,第三班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,621
9,2,旋風飛影(E300),巴度,蔡約翰,133,1114,11,4-1/4,10 10 9 ,1:09.94,25,第三班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,621
10,4,正本歡心(D366),嘉里,容天鵬,129,1174,3,7,1 1 10 ,1:10.38,19,第三班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,621
11,7,牛皇頭(G233),何澤堯,鄭俊偉,121,1227,6,8,3 4 11 ,1:10.53,48,第三班,HV,1200米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,621
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,8,怪獸奇兵(E369),莫雷拉,文家良,120,1111,11,-,2 2 2 1 ,1:39.64,2.9,第三班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,622
2,9,電玩時代(D269),希威森,韋達,118,1126,3,1/2,4 3 3 2 ,1:39.71,8.4,第三班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,622
3,6,美麗邂逅(E459),霍宏聲,告東尼,125,1138,6,3/4,1 1 1 3 ,1:39.78,7.4,第三班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,622
4,11,天天得樂(E294),田泰安,何良,116,1041,5,2,8 7 7 4 ,1:39.95,15,第三班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,622
5,1,確妙星(D173),周俊樂,容天鵬,130,1139,1,2,5 6 6 5 ,1:39.98,7,第三班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,622
6,4,跨渡口(G068),潘頓,蔡約翰,130,1082,9,2-1/2,10 9 9 6 ,1:40.04,7.8,第三班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,622
7,5,皇帝金(E077),賀銘年,大衛希斯,129,1044,4,2-3/4,6 5 5 7 ,1:40.08,20,第三班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,622
8,10,九龍神駒(E476),潘明輝,沈集成,115,1017,8,3-3/4,11 11 10 8 ,1:40.23,45,第三班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,622
9,7,合夥芙蓉(G256),何澤堯,蘇偉賢,121,1050,7,4,7 8 8 9 ,1:40.27,16,第三班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,622
10,3,聰明導彈(C037),班德禮,方嘉柏,131,1116,10,5-1/4,9 10 11 10 ,1:40.48,19,第三班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,622
11,2,總理(D288),梁家俊,姚本輝,133,1126,2,6,3 4 4 11 ,1:40.58,9.7,第三班,HV,1650米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,622
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,8,勝不驕(G147),潘頓,呂健威,122,1165,4,-,4 5 1 ,0:56.37,2.3,第二班,HV,1000米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,623
2,12,經典之星(C343),黎海榮,蘇偉賢,113,1199,5,1/2,1 1 2 ,0:56.44,90,第二班,HV,1000米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,623
3,1,緊張大師(E421),薛恩,大衛希斯,133,1223,3,1-1/4,3 3 3 ,0:56.56,2.6,第二班,HV,1000米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,623
4,2,遨遊戰士(C247),陳嘉熙,姚本輝,126,1140,11,1-1/4,6 7 4 ,0:56.58,20,第二班,HV,1000米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,623
5,7,帖木兒(B001),巴度,方嘉柏,124,1209,6,1-1/2,11 12 5 ,0:56.61,17,第二班,HV,1000米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,623
6,5,南區寶(D149),梁家俊,羅富全,126,1138,10,1-1/2,2 2 6 ,0:56.62,51,第二班,HV,1000米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,623
7,11,跳出世界(C333),莫雷拉,蔡約翰,117,1241,2,1-3/4,7 6 7 ,0:56.66,12,第二班,HV,1000米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,623
8,3,平常心(D278),班德禮,沈集成,130,1105,1,2-1/4,8 8 8 ,0:56.71,22,第二班,HV,1000米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,623
9,4,艮志騰雲(B119),潘明輝,沈集成,124,1229,7,3-1/4,10 10 9 ,0:56.87,41,第二班,HV,1000米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,623
10,10,巴薩諾瓦(G221),蔡明紹,方嘉柏,117,1135,9,3-1/2,12 11 10 ,0:56.93,16,第二班,HV,1000米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,623
11,6,共創繽紛(D335),波健士,蔡約翰,125,1126,8,4-3/4,9 9 11 ,0:57.12,78,第二班,HV,1000米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,623
12,9,運利多(E256),田泰安,韋達,119,1113,12,6-1/4,5 4 12 ,0:57.38,25,第二班,HV,1000米,好地至快地,"草地 - ""C+3"" 賽道",2022,4,27,623
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,10,生生福運(D274),梁家俊,徐雨石,119,1004,6,-,7 9 9 11 5 1 ,2:20.25,7.9,第五班,HV,2200米,黏地,"草地 - ""A"" 賽道",2022,5,11,654
2,8,勁叻仔(D513),潘頓,鄭俊偉,125,1067,1,頸位,6 6 6 9 6 2 ,2:20.31,4.2,第五班,HV,2200米,黏地,"草地 - ""A"" 賽道",2022,5,11,654
3,2,赤子雄心(E489),莫雷拉,方嘉柏,130,984,9,2-1/2,2 1 1 1 1 3 ,2:20.66,6,第五班,HV,2200米,黏地,"草地 - ""A"" 賽道",2022,5,11,654
4,3,賞心星(C251),何澤堯,方嘉柏,129,1193,12,5,10 10 10 2 2 4 ,2:21.06,11,第五班,HV,2200米,黏地,"草地 - ""A"" 賽道",2022,5,11,654
5,6,馬主星輝(B427),巴度,蘇偉賢,126,1103,5,6-1/2,9 8 8 10 9 5 ,2:21.29,17,第五班,HV,2200米,黏地,"草地 - ""A"" 賽道",2022,5,11,654
6,5,行樂之光(D331),蔡明紹,蘇偉賢,127,1122,8,6-3/4,8 5 3 4 4 6 ,2:21.35,5.5,第五班,HV,2200米,黏地,"草地 - ""A"" 賽道",2022,5,11,654
7,12,榮華煌昌(D252),田泰安,丁冠豪,113,1089,2,6-3/4,5 7 7 8 8 7 ,2:21.35,6.8,第五班,HV,2200米,黏地,"草地 - ""A"" 賽道",2022,5,11,654
8,4,靈鋒(A245),馬雅,苗禮德,127,1080,11,13-1/2,12 12 12 6 7 8 ,2:22.39,20,第五班,HV,2200米,黏地,"草地 - ""A"" 賽道",2022,5,11,654
9,11,總統之星(C170),黎海榮,沈集成,113,1121,4,14,3 4 5 7 10 9 ,2:22.51,53,第五班,HV,2200米,黏地,"草地 - ""A"" 賽道",2022,5,11,654
10,1,雲彩飛揚(E122),波健士,葉楚航,133,991,10,14-3/4,1 2 2 3 3 10 ,2:22.60,11,第五班,HV,2200米,黏地,"草地 - ""A"" 賽道",2022,5,11,654
11,7,奮鬥從心(D466),巫顯東,何良,123,1232,7,19-1/4,11 11 11 12 12 11 ,2:23.33,43,第五班,HV,2200米,黏地,"草地 - ""A"" 賽道",2022,5,11,654
12,9,東方繁華(D232),賀銘年,徐雨石,122,1086,3,23-1/2,4 3 4 5 11 12 ,2:24.00,25,第五班,HV,2200米,黏地,"草地 - ""A"" 賽道",2022,5,11,654
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,2,家樂飛駒(D267),薛恩,賀賢,129,1089,10,-,10 10 9 1 ,1:42.70,7.6,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,655
2,8,世澤歆星(E168),田泰安,丁冠豪,122,1086,2,短馬頭位,4 5 6 2 ,1:42.71,6.2,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,655
3,3,贏盡天下(E310),潘頓,韋達,125,1127,1,頸位,3 4 2 3 ,1:42.77,1.9,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,655
4,7,紅褲之王(E262),何澤堯,大衛希斯,123,1057,3,3-1/4,6 6 5 4 ,1:43.23,9.7,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,655
5,4,噴火龍(B463),希威森,苗禮德,123,1014,7,4,2 3 4 5 ,1:43.36,10,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,655
6,10,請飲茶(G040),賀銘年,羅富全,118,1213,5,4-3/4,7 7 8 6 ,1:43.46,26,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,655
7,6,威進駒(A326),嘉里,呂健威,123,1166,4,5-1/4,8 8 7 7 ,1:43.52,25,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,655
8,5,甲烷(C469),霍宏聲,告東尼,123,1069,9,6-3/4,9 9 10 8 ,1:43.78,27,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,655
9,1,快步速(C427),莫雷拉,方嘉柏,133,1221,6,7-3/4,1 1 1 9 ,1:43.94,11,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,655
10,9,勇進齊心(G030),黎海榮,何良,122,1082,8,10-1/2,5 2 3 10 ,1:44.40,102,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,655
WV,11,佳運來(T380),巫顯東,徐雨石,114,---,---,---,---,---,---,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,655
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,4,觔斗雲(E249),希威森,姚本輝,127,1120,1,-,3 3 3 1 ,1:42.24,3.8,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,656
2,11,捷報(E123),莫雷拉,方嘉柏,115,1072,4,5,5 6 5 2 ,1:43.03,3.4,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,656
3,7,帝豪大師(D225),薛恩,沈集成,124,1044,7,5,10 10 9 3 ,1:43.05,32,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,656
4,8,又享耆成(E069),班德禮,容天鵬,122,1061,2,5-1/4,7 7 6 4 ,1:43.08,10,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,656
5,5,大師級(C271),賀銘年,丁冠豪,126,1166,3,8,4 4 4 5 ,1:43.53,9.9,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,656
6,1,但求快活(G133),黎海榮,大衛希斯,133,1108,6,11-1/2,9 9 10 6 ,1:44.07,33,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,656
7,10,鵲橋飛渡(A247),波健士,蘇偉賢,115,1110,5,18-1/2,1 2 2 7 ,1:45.19,25,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,656
8,2,機緣巧俠(C358),梁家俊,文家良,132,1119,8,20-3/4,6 5 8 8 ,1:45.56,45,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,656
9,3,龍來了(E222),潘頓,韋達,127,1249,9,21-3/4,8 8 7 9 ,1:45.74,5.2,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,656
10,6,運來福星(C473),田泰安,徐雨石,126,1033,10,22,11 11 11 10 ,1:45.75,25,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,656
11,9,陸知(G120),蔡明紹,葉楚航,119,1173,11,23-3/4,2 1 1 11 ,1:46.06,9.1,第四班,HV,1650米,黏地,"草地 - ""A"" 賽道",2022,5,11,656
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,12,高高(D397),馬雅,苗禮德,120,1080,4,-,4 3 1 ,1:12.01,9.2,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,657
2,9,越駿知己(G033),莫雷拉,羅富全,127,1131,2,3-1/4,5 6 2 ,1:12.54,4.4,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,657
3,1,進力之城(D113),蔡明紹,韋達,133,1101,9,4,2 1 3 ,1:12.63,22,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,657
4,6,怡心聲(E114),梁家俊,姚本輝,130,1179,11,4,1 2 4 ,1:12.67,22,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,657
5,5,南莊加好(C025),何澤堯,丁冠豪,130,1068,12,4-3/4,11 10 5 ,1:12.78,30,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,657
6,11,騰龍超影(T372),希威森,蘇保羅,121,1142,10,5-1/4,6 5 6 ,1:12.86,32,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,657
7,8,自勝者強(G345),嘉里,蔡約翰,129,1156,1,5-1/2,10 9 7 ,1:12.89,23,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,657
8,7,紫雲冰(G246),陳嘉熙,方嘉柏,125,1174,6,6-1/4,8 11 8 ,1:13.02,6.2,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,657
9,4,天外驚天(G253),潘頓,大衛希斯,131,1169,7,8-1/4,3 4 9 ,1:13.33,4.1,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,657
10,2,進優自在(D258),田泰安,文家良,132,1085,5,8-3/4,9 7 10 ,1:13.42,5.2,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,657
11,3,都靈勇士(G150),薛恩,高伯新,132,1082,3,9-1/4,7 8 11 ,1:13.47,13,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,657
12,10,開心再來(E450),班德禮,沈集成,125,974,8,15-1/4,12 12 12 ,1:14.44,65,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,657
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,10,華麗活力(G051),潘頓,羅富全,123,1069,2,-,5 5 1 ,0:58.22,2.2,第四班,HV,1000米,黏地,"草地 - ""A"" 賽道",2022,5,11,658
