Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo,Race
10,6,時時滿意(G235),潘明輝,告東尼,123,1118,1,20-1/4,2 1 10 ,1:15.70,4.2,第一班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,794,7
WX-A,5,和氣生財(D110),巫顯東,徐雨石,125,---,---,---,---,---,---,第一班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,794,7
1,10,奮鬥齊心(D349),希威森,徐雨石,123,1078,12,-,6 3 1 ,1:12.34,11,第四班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,795,8
2,12,友盈友福(D343),田泰安,鄭俊偉,118,1119,10,4-3/4,3 2 2 ,1:13.09,8.8,第四班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,795,8
3,1,美麗笑聲(G329),潘頓,蔡約翰,135,1030,4,5-3/4,4 5 3 ,1:13.25,1.9,第四班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,795,8
4,2,二話不說(C134),黃俊,葉楚航,127,1128,9,6-3/4,1 1 4 ,1:13.42,31,第四班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,795,8
5,9,辣得傲(G202),蔡明紹,文家良,124,1019,7,7-3/4,12 12 5 ,1:13.58,69,第四班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,795,8
6,7,心想事成(G012),馬雅,高伯新,128,1194,3,8,7 7 6 ,1:13.62,16,第四班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,795,8
7,5,小霸王(G265),周俊樂,容天鵬,127,1174,11,8-1/4,8 8 7 ,1:13.64,55,第四班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,795,8
8,3,創新妙星(G163),薛恩,方嘉柏,130,1100,5,9,5 6 8 ,1:13.77,6.7,第四班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,795,8
9,8,極速滿貫(G277),潘明輝,蘇保羅,126,985,6,11,11 11 9 ,1:14.09,128,第四班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,795,8
10,6,爪皇箭火(E420),霍宏聲,賀賢,130,1262,1,19,10 9 10 ,1:15.39,6.8,第四班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,795,8
11,4,勇敢巨星(G268),何澤堯,呂健威,130,1118,2,20-1/4,9 10 11 ,1:15.60,23,第四班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,795,8
12,11,神舟時代(D507),楊明綸,丁冠豪,121,1130,8,20-3/4,2 4 12 ,1:15.66,47,第四班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,795,8
1,6,連連行運(C441),蔡明紹,蔡約翰,127,1129,4,-,12 12 8 1 ,1:37.55,24,第三班,ST,1600米,黏地至軟地,草地 - C 賽道,2022,7,1,796,9
2,1,一先生(G227),班德禮,姚本輝,133,1116,13,短馬頭位,9 10 6 2 ,1:37.56,14,第三班,ST,1600米,黏地至軟地,草地 - C 賽道,2022,7,1,796,9
3,5,自勝者強(G345),潘頓,蔡約翰,128,1138,1,2-1/2,7 4 5 3 ,1:37.93,1.9,第三班,ST,1600米,黏地至軟地,草地 - C 賽道,2022,7,1,796,9
4,2,三江飛輪(G138),薛恩,韋達,133,1104,10,3-1/4,13 13 10 4 ,1:38.07,31,第三班,ST,1600米,黏地至軟地,草地 - C 賽道,2022,7,1,796,9
5,12,燊榮之星(G071),何澤堯,沈集成,121,1203,11,3-1/2,3 3 2 5 ,1:38.12,28,第三班,ST,1600米,黏地至軟地,草地 - C 賽道,2022,7,1,796,9
6,9,路路爽(G151),田泰安,羅富全,125,1125,7,4-1/4,6 7 7 6 ,1:38.24,5.9,第三班,ST,1600米,黏地至軟地,草地 - C 賽道,2022,7,1,796,9
7,13,善傳萬里(D167),楊明綸,文家良,120,1104,12,6-1/2,5 6 3 7 ,1:38.61,57,第三班,ST,1600米,黏地至軟地,草地 - C 賽道,2022,7,1,796,9
8,7,大紅袍(E445),嘉里,羅富全,126,1174,3,11,1 1 1 8 ,1:39.33,13,第三班,ST,1600米,黏地至軟地,草地 - C 賽道,2022,7,1,796,9
9,10,寶賢得得(E430),莫雷拉,方嘉柏,124,1106,9,12,8 9 12 9 ,1:39.50,9.4,第三班,ST,1600米,黏地至軟地,草地 - C 賽道,2022,7,1,796,9
10,4,疾風明駒(D426),賀銘年,蔡約翰,129,1123,2,14-1/2,10 8 9 10 ,1:39.85,41,第三班,ST,1600米,黏地至軟地,草地 - C 賽道,2022,7,1,796,9
11,3,架勢奇爸(G312),周俊樂,容天鵬,129,1148,8,20-1/2,11 11 13 11 ,1:40.82,55,第三班,ST,1600米,黏地至軟地,草地 - C 賽道,2022,7,1,796,9
12,11,安遇(G236),巴度,文家良,123,1137,6,24-1/4,4 5 11 12 ,1:41.42,73,第三班,ST,1600米,黏地至軟地,草地 - C 賽道,2022,7,1,796,9
13,8,紅旺(C341),希威森,葉楚航,126,1193,5,24-1/4,2 2 4 13 ,1:41.42,10,第三班,ST,1600米,黏地至軟地,草地 - C 賽道,2022,7,1,796,9
1,6,電源之駒(E301),巴度,蔡約翰,127,1070,1,-,12 8 1 ,1:11.14,6.1,第三班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,797,10
2,9,綠色有料(G334),潘頓,蘇偉賢,122,1253,7,3/4,3 1 2 ,1:11.27,7.6,第三班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,797,10
3,4,識贏(G275),莫雷拉,羅富全,132,1090,9,4-1/2,1 2 3 ,1:11.88,2.4,第三班,ST,1200米,黏地至軟地,草地 - C 賽道,2022,7,1,797,10
