Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo,Race
6,12,知道必勝(C383),蔡明紹,沈集成,119,1260,12,2-1/4,10 11 6 ,1:09.53,17,第二班,ST,1200米,好地,草地 - B 賽道,2022,2,27,462,10
7,10,勝不驕(G147),潘頓,呂健威,120,1185,3,3-1/4,3 5 7 ,1:09.69,3.8,第二班,ST,1200米,好地,草地 - B 賽道,2022,2,27,462,10
8,2,夢想成金(D358),何澤堯,羅富全,132,1191,14,4-1/4,7 8 8 ,1:09.87,49,第二班,ST,1200米,好地,草地 - B 賽道,2022,2,27,462,10
9,13,嘉應精英(C240),莫丹尼,容天鵬,118,1192,4,4-1/4,4 3 9 ,1:09.87,76,第二班,ST,1200米,好地,草地 - B 賽道,2022,2,27,462,10
10,14,疾風勁草(D197),班德禮,鄭俊偉,116,1150,11,5-1/2,12 10 10 ,1:10.05,155,第二班,ST,1200米,好地,草地 - B 賽道,2022,2,27,462,10
11,11,醒臣(D394),波健士,姚本輝,119,1127,1,6,8 9 11 ,1:10.12,16,第二班,ST,1200米,好地,草地 - B 賽道,2022,2,27,462,10
12,3,銀紙(B025),賀銘年,苗禮德,129,1155,9,6-1/4,11 12 12 ,1:10.17,109,第二班,ST,1200米,好地,草地 - B 賽道,2022,2,27,462,10
13,5,健快聯盟(C135),周俊樂,蘇保羅,119,1174,7,7,13 13 13 ,1:10.28,48,第二班,ST,1200米,好地,草地 - B 賽道,2022,2,27,462,10
14,7,經典之星(C343),梁家俊,蘇偉賢,121,1231,8,11,1 1 14 ,1:10.94,117,第二班,ST,1200米,好地,草地 - B 賽道,2022,2,27,462,10
1,1,超能力(D093),薛恩,韋達,133,1149,6,-,6 6 5 1 ,1:37.99,2.5,第一班,ST,1650米,好地,全天候跑道,2022,3,6,472,1
2,6,紅運大師(C287),田泰安,蔡約翰,113,1078,3,1-1/4,5 5 4 2 ,1:38.19,6.4,第一班,ST,1650米,好地,全天候跑道,2022,3,6,472,1
3,2,加州得迅(D276),莫雷拉,告東尼,129,1162,4,1-1/4,4 4 2 3 ,1:38.20,3.4,第一班,ST,1650米,好地,全天候跑道,2022,3,6,472,1
4,5,電訊巴打(D482),何澤堯,徐雨石,120,1091,2,2-3/4,3 3 3 4 ,1:38.43,10,第一班,ST,1650米,好地,全天候跑道,2022,3,6,472,1
5,3,黃金甲(C071),梁家俊,羅富全,129,1135,1,12,1 1 1 5 ,1:39.90,11,第一班,ST,1650米,好地,全天候跑道,2022,3,6,472,1
6,4,超霸神駒(D353),潘頓,沈集成,126,1121,5,多個馬位,2 2 6 6 ,2:01.42,5.3,第一班,ST,1650米,好地,全天候跑道,2022,3,6,472,1
1,4,安采(D066),莫雷拉,蘇偉賢,115,1152,4,-,1 1 1 1 1 ,1:48.31,2.7,第二班,ST,1800米,好地,草地 - C 賽道,2022,3,6,473,2
2,1,勇猛神駒(C462),周俊樂,沈集成,130,1179,5,頸位,4 5 6 6 2 ,1:48.39,14,第二班,ST,1800米,好地,草地 - C 賽道,2022,3,6,473,2
3,3,快益善(B478),潘明輝,沈集成,112,1075,6,1/2,6 6 5 4 3 ,1:48.41,8.6,第二班,ST,1800米,好地,草地 - C 賽道,2022,3,6,473,2
4,6,柏林探戈(E120),波健士,告東尼,114,1029,3,1,3 3 2 2 4 ,1:48.47,7.5,第二班,ST,1800米,好地,草地 - C 賽道,2022,3,6,473,2
5,5,路路醒(E053),楊明綸,羅富全,113,1090,1,1-1/4,2 2 3 3 5 ,1:48.50,4.3,第二班,ST,1800米,好地,草地 - C 賽道,2022,3,6,473,2
6,2,加州十大(E045),田泰安,告東尼,118,1109,2,3-3/4,5 4 4 5 6 ,1:48.93,3.4,第二班,ST,1800米,好地,草地 - C 賽道,2022,3,6,473,2
1,6,妙算歡騰(E383),霍宏聲,丁冠豪,121,1189,12,-,1 1 1 1 ,1:37.74,80,第四班,ST,1650米,好地,全天候跑道,2022,3,6,474,3
2,8,印水紙(D043),賀銘年,高伯新,119,1159,4,短馬頭位,3 3 3 2 ,1:37.75,6.5,第四班,ST,1650米,好地,全天候跑道,2022,3,6,474,3
3,4,團結一致(C494),薛恩,蘇偉賢,126,984,5,4-3/4,8 8 7 3 ,1:38.50,11,第四班,ST,1650米,好地,全天候跑道,2022,3,6,474,3
4,10,信心滿滿(D229),莫丹尼,呂健威,117,1014,7,5-1/4,2 2 2 4 ,1:38.58,80,第四班,ST,1650米,好地,全天候跑道,2022,3,6,474,3
5,1,華卓晴(E449),潘頓,蔡約翰,133,1070,8,5-1/2,7 6 5 5 ,1:38.64,7.2,第四班,ST,1650米,好地,全天候跑道,2022,3,6,474,3
6,12,雷霆戰駒(D124),莫雷拉,方嘉柏,115,1136,11,7-3/4,13 13 10 6 ,1:38.98,2.6,第四班,ST,1650米,好地,全天候跑道,2022,3,6,474,3
7,7,駿龍飛騰(E121),馬雅,蘇保羅,121,1003,9,8,4 4 4 7 ,1:39.03,27,第四班,ST,1650米,好地,全天候跑道,2022,3,6,474,3
8,5,鋼鐵福陞(E111),田泰安,鄭俊偉,122,1140,3,8-1/4,6 7 8 8 ,1:39.06,8.5,第四班,ST,1650米,好地,全天候跑道,2022,3,6,474,3
9,11,育成精彩(E359),波健士,葉楚航,115,1137,2,10-1/4,5 5 6 9 ,1:39.39,8,第四班,ST,1650米,好地,全天候跑道,2022,3,6,474,3
10,13,奇妙年華(G001),潘明輝,韋達,112,1203,1,12-3/4,11 11 11 10 ,1:39.80,38,第四班,ST,1650米,好地,全天候跑道,2022,3,6,474,3
11,9,帥男(D459),楊明綸,容天鵬,119,1196,6,14-3/4,9 9 9 11 ,1:40.10,47,第四班,ST,1650米,好地,全天候跑道,2022,3,6,474,3
12,3,御金寶(D477),希威森,姚本輝,132,1108,13,21-1/2,10 10 12 12 ,1:41.19,44,第四班,ST,1650米,好地,全天候跑道,2022,3,6,474,3
13,2,金津一號(D306),梁家俊,丁冠豪,132,1048,10,23-1/2,12 12 13 13 ,1:41.49,13,第四班,ST,1650米,好地,全天候跑道,2022,3,6,474,3
1,9,電訊飛彈(D209),薛恩,方嘉柏,122,1284,4,-,2 2 1 ,1:10.27,5.5,第五班,ST,1200米,好地,草地 - C 賽道,2022,3,6,475,4
2,2,魅力仔(E156),潘頓,韋達,133,1180,2,鼻位,6 5 2 ,1:10.27,2.6,第五班,ST,1200米,好地,草地 - C 賽道,2022,3,6,475,4
3,5,美麗歡呼(D436),波健士,蔡約翰,131,1199,1,1,10 8 3 ,1:10.44,10,第五班,ST,1200米,好地,草地 - C 賽道,2022,3,6,475,4
4,8,皇龍帝國(E211),梁家俊,徐雨石,128,1132,10,1-3/4,11 10 4 ,1:10.55,15,第五班,ST,1200米,好地,草地 - C 賽道,2022,3,6,475,4
5,1,快樂歡騰(B272),陳嘉熙,葉楚航,128,1166,12,1-3/4,5 6 5 ,1:10.55,20,第五班,ST,1200米,好地,草地 - C 賽道,2022,3,6,475,4
6,4,向上游(E036),黎海榮,蘇偉賢,132,1132,8,2,8 7 6 ,1:10.58,14,第五班,ST,1200米,好地,草地 - C 賽道,2022,3,6,475,4
7,12,挺秀精神(E027),田泰安,告東尼,113,1183,6,2-1/4,9 12 7 ,1:10.64,10,第五班,ST,1200米,好地,草地 - C 賽道,2022,3,6,475,4
8,11,勝煌(E299),楊明綸,何良,113,1124,11,2-3/4,12 11 8 ,1:10.69,67,第五班,ST,1200米,好地,草地 - C 賽道,2022,3,6,475,4
9,6,滿貫摯友(E394),馬雅,苗禮德,131,1075,9,3,1 1 9 ,1:10.74,15,第五班,ST,1200米,好地,草地 - C 賽道,2022,3,6,475,4
10,7,合金皇(D287),賀銘年,丁冠豪,129,1089,3,3,4 3 10 ,1:10.76,6.8,第五班,ST,1200米,好地,草地 - C 賽道,2022,3,6,475,4
11,3,驛驛其達(E284),周俊樂,大衛希斯,129,1122,7,3-1/4,7 9 11 ,1:10.80,40,第五班,ST,1200米,好地,草地 - C 賽道,2022,3,6,475,4
12,10,手牽手(E050),巫顯東,鄭俊偉,115,1115,5,5-1/4,3 4 12 ,1:11.11,76,第五班,ST,1200米,好地,草地 - C 賽道,2022,3,6,475,4
1,7,聚風雲(G128),楊明綸,丁冠豪,125,1093,11,-,2 2 1 ,1:09.79,5,第四班,ST,1200米,好地,草地 - C 賽道,2022,3,6,476,5
2,5,喜盈於心(G118),馬雅,文家良,125,1033,6,頭位,4 4 2 ,1:09.82,45,第四班,ST,1200米,好地,草地 - C 賽道,2022,3,6,476,5
3,9,中華威威(D075),莫雷拉,徐雨石,124,1232,12,3/4,1 1 3 ,1:09.93,25,第四班,ST,1200米,好地,草地 - C 賽道,2022,3,6,476,5
4,2,合約精神(E004),潘頓,羅富全,131,1198,5,1-1/4,6 6 4 ,1:10.01,6.4,第四班,ST,1200米,好地,草地 - C 賽道,2022,3,6,476,5
5,12,敬惑(D497),田泰安,蔡約翰,118,1155,1,1-1/2,7 7 5 ,1:10.02,4.1,第四班,ST,1200米,好地,草地 - C 賽道,2022,3,6,476,5
6,3,怡心聲(E114),梁家俊,姚本輝,130,1175,8,2,3 3 6 ,1:10.13,7.8,第四班,ST,1200米,好地,草地 - C 賽道,2022,3,6,476,5
7,8,天外驚天(G253),莫丹尼,大衛希斯,125,1180,4,2-3/4,5 5 7 ,1:10.21,7.3,第四班,ST,1200米,好地,草地 - C 賽道,2022,3,6,476,5
8,1,鹿鼎記(E245),周俊樂,蘇保羅,128,1023,9,3,10 10 8 ,1:10.28,7.2,第四班,ST,1200米,好地,草地 - C 賽道,2022,3,6,476,5
9,6,陸知(G120),薛恩,葉楚航,125,1161,10,3-1/4,11 11 9 ,1:10.31,11,第四班,ST,1200米,好地,草地 - C 賽道,2022,3,6,476,5
10,4,超醒神(G168),何澤堯,呂健威,125,1101,3,4-1/2,8 8 10 ,1:10.49,23,第四班,ST,1200米,好地,草地 - C 賽道,2022,3,6,476,5
11,11,親愛的(E404),波健士,蘇偉賢,118,1116,2,5-3/4,9 9 11 ,1:10.72,73,第四班,ST,1200米,好地,草地 - C 賽道,2022,3,6,476,5
12,10,勁得手(C030),巫顯東,容天鵬,119,1315,7,9-1/2,12 12 12 ,1:11.32,93,第四班,ST,1200米,好地,草地 - C 賽道,2022,3,6,476,5
1,4,神速奔馳(G157),周俊樂,文家良,127,1178,14,-,6 4 1 ,0:56.45,6.9,第四班,ST,1000米,好地,草地 - C 賽道,2022,3,6,477,6
2,11,不可擋(E336),希威森,韋達,124,1074,10,1-3/4,2 1 2 ,0:56.72,5.5,第四班,ST,1000米,好地,草地 - C 賽道,2022,3,6,477,6
3,8,幸運之神(G217),莫雷拉,方嘉柏,128,1212,3,1-3/4,5 3 3 ,0:56.74,5.1,第四班,ST,1000米,好地,草地 - C 賽道,2022,3,6,477,6
4,14,萬事有(D443),巫顯東,容天鵬,116,1215,1,4-3/4,9 9 4 ,0:57.22,31,第四班,ST,1000米,好地,草地 - C 賽道,2022,3,6,477,6
5,5,龍東傳承(E158),馬雅,丁冠豪,130,1199,6,5-1/4,1 2 5 ,0:57.31,15,第四班,ST,1000米,好地,草地 - C 賽道,2022,3,6,477,6
6,9,陽光傳奇(G214),潘頓,高伯新,128,1128,12,5-3/4,14 8 6 ,0:57.39,4.3,第四班,ST,1000米,好地,草地 - C 賽道,2022,3,6,477,6
7,3,奇寶(E386),田泰安,蔡約翰,131,1155,9,6-1/2,12 7 7 ,0:57.48,11,第四班,ST,1000米,好地,草地 - C 賽道,2022,3,6,477,6
8,2,萬里飛至(E204),何澤堯,蘇偉賢,131,1081,5,7-1/2,3 5 8 ,0:57.64,17,第四班,ST,1000米,好地,草地 - C 賽道,2022,3,6,477,6
9,10,高富帥(E331),霍宏聲,葉楚航,128,1122,11,8-1/4,7 6 9 ,0:57.78,38,第四班,ST,1000米,好地,草地 - C 賽道,2022,3,6,477,6
10,6,白鷺高超(G219),賀銘年,苗禮德,128,1145,13,9,11 10 10 ,0:57.88,26,第四班,ST,1000米,好地,草地 - C 賽道,2022,3,6,477,6
11,13,歐洲導彈(E277),楊明綸,鄭俊偉,119,1005,4,9,8 13 11 ,0:57.89,90,第四班,ST,1000米,好地,草地 - C 賽道,2022,3,6,477,6
12,1,胡椒軍曹(E432),薛恩,徐雨石,132,1112,2,9,4 11 12 ,0:57.89,35,第四班,ST,1000米,好地,草地 - C 賽道,2022,3,6,477,6
13,12,勇猛精靈(G064),潘明輝,告東尼,120,1091,7,13-3/4,10 14 13 ,0:58.65,89,第四班,ST,1000米,好地,草地 - C 賽道,2022,3,6,477,6
14,7,勁弗(G242),莫丹尼,大衛希斯,128,1201,8,15-1/4,13 12 14 ,0:58.91,10,第四班,ST,1000米,好地,草地 - C 賽道,2022,3,6,477,6
1,10,逍遙駒(E065),潘頓,羅富全,121,1107,5,-,5 3 3 1 ,1:35.47,3.4,第四班,ST,1600米,好地,草地 - C 賽道,2022,3,6,478,7
2,5,久久為攻(E472),薛恩,大衛希斯,124,1168,7,2-1/4,3 4 4 2 ,1:35.82,6.4,第四班,ST,1600米,好地,草地 - C 賽道,2022,3,6,478,7
3,4,合夥年代(C534),波健士,蘇偉賢,125,1118,2,3,12 12 11 3 ,1:35.93,10,第四班,ST,1600米,好地,草地 - C 賽道,2022,3,6,478,7
4,8,玩具達人(D203),周俊樂,姚本輝,120,1051,14,3,6 9 9 4 ,1:35.94,14,第四班,ST,1600米,好地,草地 - C 賽道,2022,3,6,478,7
5,13,從所願(G036),馬雅,高伯新,118,1198,13,3,11 11 12 5 ,1:35.96,10,第四班,ST,1600米,好地,草地 - C 賽道,2022,3,6,478,7
6,6,遨遊之星(C098),班德禮,容天鵬,124,1266,12,3-1/4,1 1 1 6 ,1:35.97,17,第四班,ST,1600米,好地,草地 - C 賽道,2022,3,6,478,7
7,14,眾歡笑(D038),田泰安,鄭俊偉,116,1004,10,3-1/2,14 14 14 7 ,1:36.01,27,第四班,ST,1600米,好地,草地 - C 賽道,2022,3,6,478,7
8,3,博愛友威(C152),何澤堯,沈集成,127,1101,6,4-1/2,9 8 8 8 ,1:36.19,17,第四班,ST,1600米,好地,草地 - C 賽道,2022,3,6,478,7
9,9,綫路菁英(E487),巫顯東,告東尼,119,1156,9,5,2 2 2 9 ,1:36.27,53,第四班,ST,1600米,好地,草地 - C 賽道,2022,3,6,478,7
10,11,翔龍再現(E452),潘明輝,賀賢,119,1212,8,5-1/4,4 5 5 10 ,1:36.29,21,第四班,ST,1600米,好地,草地 - C 賽道,2022,3,6,478,7
11,1,幸福人生(G079),梁家俊,文家良,133,1114,3,5-1/4,7 7 6 11 ,1:36.30,47,第四班,ST,1600米,好地,草地 - C 賽道,2022,3,6,478,7
12,12,影疾(C466),莫雷拉,葉楚航,120,1102,11,5-1/4,13 13 13 12 ,1:36.32,8.2,第四班,ST,1600米,好地,草地 - C 賽道,2022,3,6,478,7
13,2,寶賢得得(E430),霍宏聲,方嘉柏,133,1100,4,5-3/4,10 10 10 13 ,1:36.37,7.3,第四班,ST,1600米,好地,草地 - C 賽道,2022,3,6,478,7
14,7,幸運天賜(E474),黎海榮,徐雨石,123,1222,1,9,8 6 7 14 ,1:36.92,117,第四班,ST,1600米,好地,草地 - C 賽道,2022,3,6,478,7
1,9,連連行運(C441),潘頓,蔡約翰,120,1123,1,-,3 3 3 1 ,1:35.31,5.1,第三班,ST,1600米,好地,草地 - C 賽道,2022,3,6,479,8
2,6,美麗在線(G057),莫雷拉,羅富全,124,1131,5,頸位,1 1 1 2 ,1:35.37,1.5,第三班,ST,1600米,好地,草地 - C 賽道,2022,3,6,479,8
3,11,精準快車(D198),梁家俊,姚本輝,118,1017,6,1-3/4,4 4 4 3 ,1:35.58,15,第三班,ST,1600米,好地,草地 - C 賽道,2022,3,6,479,8
4,3,合夥精英(G132),何澤堯,沈集成,127,1064,4,2-1/2,7 8 8 4 ,1:35.72,14,第三班,ST,1600米,好地,草地 - C 賽道,2022,3,6,479,8
5,7,勝利猴王(G197),田泰安,韋達,123,1035,8,2-3/4,10 9 10 5 ,1:35.76,84,第三班,ST,1600米,好地,草地 - C 賽道,2022,3,6,479,8
6,12,白鷺飛翔(A127),馬雅,苗禮德,117,1178,10,3,11 11 11 6 ,1:35.79,25,第三班,ST,1600米,好地,草地 - C 賽道,2022,3,6,479,8
7,5,錶之五知(G286),班德禮,告東尼,125,1030,9,3,9 10 9 7 ,1:35.80,59,第三班,ST,1600米,好地,草地 - C 賽道,2022,3,6,479,8
8,10,金發銀發(G112),莫丹尼,呂健威,118,1150,2,3-1/4,5 5 5 8 ,1:35.85,85,第三班,ST,1600米,好地,草地 - C 賽道,2022,3,6,479,8
9,1,歡樂頌(E228),希威森,韋達,133,1176,3,3-3/4,6 6 6 9 ,1:35.91,15,第三班,ST,1600米,好地,草地 - C 賽道,2022,3,6,479,8
10,4,但求快活(G133),黎海榮,大衛希斯,126,1088,11,5-3/4,8 7 7 10 ,1:36.25,184,第三班,ST,1600米,好地,草地 - C 賽道,2022,3,6,479,8
11,2,安頌(D381),薛恩,蘇偉賢,129,1147,12,6,12 12 12 11 ,1:36.26,70,第三班,ST,1600米,好地,草地 - C 賽道,2022,3,6,479,8
12,8,精彩非凡(D327),霍宏聲,方嘉柏,120,1175,7,7,2 2 2 12 ,1:36.45,22,第三班,ST,1600米,好地,草地 - C 賽道,2022,3,6,479,8
1,3,威力奔騰(G045),潘明輝,賀賢,126,1189,10,-,11 8 1 ,1:09.58,1.5,第三班,ST,1200米,好地,草地 - C 賽道,2022,3,6,480,9
2,2,心之行(E380),潘頓,呂健威,131,1092,7,短馬頭位,8 7 2 ,1:09.59,5.5,第三班,ST,1200米,好地,草地 - C 賽道,2022,3,6,480,9
3,12,美麗攻略(G098),波健士,羅富全,116,1032,8,短馬頭位,10 9 3 ,1:09.60,21,第三班,ST,1200米,好地,草地 - C 賽道,2022,3,6,480,9
4,1,時時滿意(G235),霍宏聲,告東尼,133,1101,1,3/4,2 1 4 ,1:09.70,43,第三班,ST,1200米,好地,草地 - C 賽道,2022,3,6,480,9
5,7,翩翩君子(G013),莫雷拉,蔡約翰,121,1174,12,1,5 5 5 ,1:09.76,8.2,第三班,ST,1200米,好地,草地 - C 賽道,2022,3,6,480,9
6,10,電氣騎士(G258),希威森,韋達,118,1206,11,1-1/2,12 12 6 ,1:09.80,111,第三班,ST,1200米,好地,草地 - C 賽道,2022,3,6,480,9
7,5,莫浪求(D200),何澤堯,蘇偉賢,126,1204,3,2-1/2,6 6 7 ,1:09.97,16,第三班,ST,1200米,好地,草地 - C 賽道,2022,3,6,480,9
8,6,旌鷹(E346),班德禮,姚本輝,123,1139,5,2-3/4,9 11 8 ,1:10.03,31,第三班,ST,1200米,好地,草地 - C 賽道,2022,3,6,480,9
9,8,都柏名駒(C436),賀銘年,文家良,118,1260,4,4,7 10 9 ,1:10.23,54,第三班,ST,1200米,好地,草地 - C 賽道,2022,3,6,480,9
10,4,同樂日(B087),莫丹尼,沈集成,127,1102,6,4-3/4,3 3 10 ,1:10.33,77,第三班,ST,1200米,好地,草地 - C 賽道,2022,3,6,480,9
11,11,興圖繽紛(G099),梁家俊,蘇保羅,117,1146,2,5-1/2,4 4 11 ,1:10.45,39,第三班,ST,1200米,好地,草地 - C 賽道,2022,3,6,480,9
12,9,多多配合(G211),田泰安,容天鵬,118,1199,9,7,1 2 12 ,1:10.72,47,第三班,ST,1200米,好地,草地 - C 賽道,2022,3,6,480,9
1,7,喜旺駒(G110),莫雷拉,方嘉柏,120,1200,9,-,11 11 10 1 ,1:21.75,2.4,第三班,ST,1400米,好地,草地 - C 賽道,2022,3,6,481,10
2,6,極速飛彈(E199),何澤堯,姚本輝,121,1100,1,3/4,6 9 6 2 ,1:21.90,10,第三班,ST,1400米,好地,草地 - C 賽道,2022,3,6,481,10
3,8,啱啱好(G009),潘頓,羅富全,119,1231,4,1-1/2,4 6 7 3 ,1:22.00,3.7,第三班,ST,1400米,好地,草地 - C 賽道,2022,3,6,481,10
4,12,上校(D090),波健士,姚本輝,115,1168,12,2-1/4,2 2 2 4 ,1:22.11,78,第三班,ST,1400米,好地,草地 - C 賽道,2022,3,6,481,10
5,9,大紅袍(E445),梁家俊,羅富全,118,1167,14,2-1/4,1 1 1 5 ,1:22.11,94,第三班,ST,1400米,好地,草地 - C 賽道,2022,3,6,481,10
6,1,綫路之星(G076),田泰安,告東尼,133,1057,11,2-1/4,12 12 12 6 ,1:22.12,15,第三班,ST,1400米,好地,草地 - C 賽道,2022,3,6,481,10
7,4,駿益善(E090),潘明輝,沈集成,125,1137,5,2-3/4,9 10 11 7 ,1:22.18,5.3,第三班,ST,1400米,好地,草地 - C 賽道,2022,3,6,481,10
8,11,威之星(E132),希威森,賀賢,117,1080,3,3-1/4,7 7 9 8 ,1:22.29,15,第三班,ST,1400米,好地,草地 - C 賽道,2022,3,6,481,10
9,10,神龍駒(B108),莫丹尼,韋達,117,1093,6,4,13 13 14 9 ,1:22.38,105,第三班,ST,1400米,好地,草地 - C 賽道,2022,3,6,481,10
10,2,翡翠精選(D133),馬雅,苗禮德,130,1186,7,5-1/2,5 3 3 10 ,1:22.65,24,第三班,ST,1400米,好地,草地 - C 賽道,2022,3,6,481,10
11,14,一舖縱橫(B385),黃俊,葉楚航,109,1094,10,6-1/4,8 4 5 11 ,1:22.75,168,第三班,ST,1400米,好地,草地 - C 賽道,2022,3,6,481,10
12,13,成才(B085),楊明綸,大衛希斯,114,1176,8,7-1/2,10 8 8 12 ,1:22.95,128,第三班,ST,1400米,好地,草地 - C 賽道,2022,3,6,481,10
13,5,影子任務(E395),薛恩,徐雨石,126,1231,2,10,3 5 4 13 ,1:23.34,137,第三班,ST,1400米,好地,草地 - C 賽道,2022,3,6,481,10
14,3,美麗多多(D116),賀銘年,蔡約翰,128,1107,13,10-3/4,14 14 13 14 ,1:23.46,59,第三班,ST,1400米,好地,草地 - C 賽道,2022,3,6,481,10
WV,,佳景福星(C454),---,葉楚航,118,---,---,---,---,---,---,第三班,ST,1400米,好地,草地 - C 賽道,2022,3,6,481,10
1,4,勝得精彩(C061),潘頓,蔡約翰,120,1132,3,-,3 4 4 1 ,1:33.98,6.3,第一班,ST,1600米,好地,草地 - C+3 賽道,2022,3,12,491,1
2,6,超好日子(D473),巴度,呂健威,114,1223,5,頸位,6 5 5 2 ,1:34.04,2.5,第一班,ST,1600米,好地,草地 - C+3 賽道,2022,3,12,491,1
3,1,嘉應之星(C198),蔡明紹,告東尼,133,1152,1,1-3/4,2 2 2 3 ,1:34.24,4.9,第一班,ST,1600米,好地,草地 - C+3 賽道,2022,3,12,491,1
4,2,健康愉快(D435),田泰安,羅富全,127,1181,6,1-3/4,1 1 1 4 ,1:34.26,19,第一班,ST,1600米,好地,草地 - C+3 賽道,2022,3,12,491,1
5,5,勁搏(D386),莫雷拉,蔡約翰,116,1092,2,2-3/4,4 3 3 5 ,1:34.42,3.1,第一班,ST,1600米,好地,草地 - C+3 賽道,2022,3,12,491,1
6,3,玖寶(D056),薛恩,韋達,123,1159,4,3,5 6 6 6 ,1:34.46,12,第一班,ST,1600米,好地,草地 - C+3 賽道,2022,3,12,491,1
1,5,添有運(E268),田泰安,蘇偉賢,131,1166,9,-,8 1 1 1 ,1:22.94,14,第五班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,492,2
2,2,創高峰(D136),希威森,苗禮德,132,1182,11,短馬頭位,2 3 2 2 ,1:22.95,10,第五班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,492,2
3,4,天地同心(B030),潘頓,徐雨石,131,1131,3,3/4,6 10 9 3 ,1:23.05,3.7,第五班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,492,2
4,7,勇敢動力(D153),巫顯東,告東尼,126,1174,14,1-1/2,14 14 13 4 ,1:23.16,30,第五班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,492,2
5,3,天意(V417),何澤堯,蘇保羅,131,1153,12,1-1/2,13 13 10 5 ,1:23.17,22,第五班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,492,2
6,1,功夫茶(C136),霍宏聲,賀賢,133,1155,13,1-1/2,12 11 5 6 ,1:23.18,21,第五班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,492,2
7,14,魅力漢子(C412),潘明輝,文家良,113,1111,5,1-3/4,1 2 4 7 ,1:23.23,13,第五班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,492,2
8,8,妙算騰飛(C519),梁家俊,羅富全,128,1100,6,2-1/2,9 8 7 8 ,1:23.34,12,第五班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,492,2
9,11,劍在九天(E078),莫雷拉,沈集成,128,1064,8,2-3/4,4 6 8 9 ,1:23.39,17,第五班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,492,2
10,13,葵涌精英(C173),馬雅,丁冠豪,119,1090,7,5-1/2,10 7 6 10 ,1:23.81,41,第五班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,492,2
11,10,堅有料(C011),巴度,方嘉柏,128,1286,2,6-1/4,3 4 11 11 ,1:23.94,7,第五班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,492,2
12,12,得賞(B288),班德禮,葉楚航,125,1024,1,7-1/4,7 9 12 12 ,1:24.11,7.1,第五班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,492,2
13,6,富存大師(D371),波健士,呂健威,129,1037,4,11-3/4,11 12 14 13 ,1:24.81,41,第五班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,492,2
14,9,樂天派(E166),薛恩,大衛希斯,128,1100,10,12-1/4,5 5 3 14 ,1:24.89,8.9,第五班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,492,2
1,3,魅影揚飛(A354),田泰安,姚本輝,124,1221,7,-,5 4 1 ,0:56.04,6.8,第三班,ST,1000米,好地,草地 - C+3 賽道,2022,3,12,493,3
2,5,狀元及第(E392),莫雷拉,告東尼,123,1172,4,頸位,1 1 2 ,0:56.11,1.6,第三班,ST,1000米,好地,草地 - C+3 賽道,2022,3,12,493,3
3,11,喜傲龍(E352),巴度,方嘉柏,115,1168,6,3/4,6 6 3 ,0:56.16,10,第三班,ST,1000米,好地,草地 - C+3 賽道,2022,3,12,493,3
4,4,多多寶驥(D243),巫顯東,苗禮德,121,1190,10,3-1/2,9 11 4 ,0:56.61,52,第三班,ST,1000米,好地,草地 - C+3 賽道,2022,3,12,493,3
5,10,同有友(D048),蔡明紹,蘇保羅,116,1226,11,5,4 5 5 ,0:56.84,12,第三班,ST,1000米,好地,草地 - C+3 賽道,2022,3,12,493,3
6,9,風中勁松(G081),黎海榮,蘇偉賢,116,1111,8,5,11 9 6 ,0:56.85,25,第三班,ST,1000米,好地,草地 - C+3 賽道,2022,3,12,493,3
7,6,牛皇頭(G233),班德禮,鄭俊偉,122,1246,3,5-1/2,10 8 7 ,0:56.91,34,第三班,ST,1000米,好地,草地 - C+3 賽道,2022,3,12,493,3
8,1,勁才(G141),潘頓,容天鵬,133,1238,12,5-3/4,3 3 8 ,0:56.95,10,第三班,ST,1000米,好地,草地 - C+3 賽道,2022,3,12,493,3
9,8,快快有(E183),何澤堯,羅富全,117,1039,2,5-3/4,12 10 9 ,0:56.95,84,第三班,ST,1000米,好地,草地 - C+3 賽道,2022,3,12,493,3
10,7,自力更生(G209),潘明輝,呂健威,115,995,5,6-3/4,7 12 10 ,0:57.13,51,第三班,ST,1000米,好地,草地 - C+3 賽道,2022,3,12,493,3
11,2,天火同人(E175),薛恩,韋達,131,1083,1,7,2 2 11 ,0:57.17,15,第三班,ST,1000米,好地,草地 - C+3 賽道,2022,3,12,493,3
